COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C160	A	7,6	7,5	7,3	8	6,8	0	0	0	0
C008	A	7,4	3,5	6,2	10	9,8	0	0	0	0
C057	A	6,2	4,7	7	7,6	5,9	0	0	0	0
C180	A	7,8	5,6	8,7	7,4	8,8	0	0	0	0
C169	A	7,5	6,2	7,5	6,4	8,9	0	0	0	0
C163	A	8,3	7,5	7,4	8,4	8,9	0	0	0	0
C165	A	8,3	7,3	8	8	8,6	0	0	0	0
C166	A	8,7	9,7	9,3	7,3	7	0	0	0	0
C167	A	7,8	8,5	8,8	6,2	6,3	0	0	0	0
C013	A	8,1	7	9	10	5,2	0	0	0	0
C179	A	7,2	4,6	8,8	5,4	9,5	0	0	0	0
C029	RF	0					0	0	0	0
C134	A	8	5,5	7	9,5	9,5	0	0	0	0
C135	A	7	5,8	3,8	8,4	8,5	0	0	0	0
C136	A	5	5	4,2	8,7	6,5	0	0	0	0
C137	A	7	6,2	9	4,5	7	0	0	0	0
C138	A	7	8,9	4	8,8	4,8	0	0	0	0
C139	A	7,6	7	6,6	7,1	9,1	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	7,8	7	5,7	8,5	8,5	0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C149	A	8,1	5,5	7,5	9,5	8,5	0	0	0	0
C141	RF	0					0	0	0	0
C145	A	7,6	4,6	9,5	7,5	9	0	0	0	0
C147	A	7,5	6,3	8	9	7	0	0	0	0
C150	A	8,2	6,9	8,5	8,6	9	0	0	0	0
C151	A	7	4	7,5	8	8,5	0	0	0	0
C046	RF	0	0	0	0	0	0	0	0	0
C144	A	8,3	8,7	9,2	8,3	7	0	0	0	0
C148	A	5	6,5	4,5	7,1	8	0	0	0	0
C141	A	0					0	0	0	0
C046	A	7,9	0	0	0	0	0	0	0	0
C001	A	9,6	10	9,5	9	9	0	0	0	0
C002	A	8,3	8,5	7	8	9	0	0	0	0
C004	A	7,3	5,6	7,8	7,8	6,8	0	0	0	0
C005	A	7,2	7,1	5	6,8	9	0	0	0	0
C006	A	9,1	8,3	8,4	10	9,3	0	0	0	0
C007	A	8,5	9	9,4	5,8	8,6	0	0	0	0
C003	A	7,8	7,9	9,2	6,4	6,6	0	0	0	0
C160	A	7,5	7,8	6,2	8,7	6,5	0	0	0	0
C008	A	8,2	7,4	8,2	7,6	8,5	0	0	0	0
C057	A	7,3	5,7	8	5,8	9,3	0	0	0	0
C180	A	7,7	6,7	8,7	7	7,6	0	0	0	0
C123	A	7,6	6	7,5	7,5	8,6	0	0	0	0
C128	A	7,8	5,5	7,7	8,3	9,7	0	0	0	0
C129	A	8,4	9,4	10	7	6,7	0	0	0	0
C122	A	8,1	7,2	5,7	9,5	10	0	0	0	0
C132	A	8,5	9,8	6,2	9,4	8	0	0	0	0
C133	A	7,5	8,8	5,7	6,4	8,5	0	0	0	0
C140	A	8,8	9,9	7,1	8,4	9	0	0	0	0
C134	A	7,1	5	7,4	9,1	5,9	0	0	0	0
C135	A	8,6	6,3	10	9,1	7,7	0	0	0	0
C136	A	9	7,8	9,8	9,2	8	0	0	0	0
C137	A	9,3	9,5	10	8,3	8,3	0	0	0	0
C138	A	8,5	8,5	6,8	9	10	0	0	0	0
C139	A	8,1	5,4	7,9	9,3	8,5	0	0	0	0
C141	RF	0					0	0	0	0
C001	RN	2,8	4	4,5	0	3	0	0	0	0
C153	RN	2,2	3	3	2,5	0,5	0	0	0	0
C154	RF	1	1,5	0	1,8	0,8	0	0	0	0
C155	RF	1	1,5	1,6	1	0	0	0	0	0
C156	RN	1,8	2	0	3,5	2	0	0	0	0
C157	RF	1,4	4,2	1,5	0	0	0	0	0	0
C002	RF	1,2	4	0	1	0	0	0	0	0
C003	RF	1,5	2,1	1,3	2,8	0	0	0	0	0
C001	RN	2,8	4,5	4	1	2	0	0	0	0
C153	RN	2	1	3,5	3,5	0	0	0	0	0
C154	RN	1	2	2	0	0	0	0	0	0
C155	RN	1,2	1	2,8	1,1	0	0	0	0	0
C156	RN	0,9	0	2,7	1	0	0	0	0	0
C002	A	5,3	5,5	6	8	5	0	0	0	0
C001	C		2				0	0	0	0
C004	C		1				0	0	0	0
C005	C		0				0	0	0	0
C006	C						0	0	0	0
C007	C		0				0	0	0	0
C595	A	7,4	6,5	7	7,8	8	0	0	0	0
C596	A	7,7	6,5	8	7,8	8	0	0	0	0
C001	A	6,1	6	6,5	7	5	0	0	0	0
C002	D	8,9					0	0	0	0
C597	A	7	6	8,5	6	7	0	0	0	0
C598	A	7	7,1	6,8	8,2	5,5	0	0	0	0
C599	A	9,2	10	9,5	9	8	0	0	0	0
C600	A	7,7	7	7,5	10	5,8	0	0	0	0
C601	A	8,6	8,5	9	9	7,5	0	0	0	0
C602	A	7,5	8	7	7	7,5	0	0	0	0
C006	D	7,6					0	0	0	0
C603	C						0	0	0	0
C604	C						0	0	0	0
C605	C						0	0	0	0
C606	C						0	0	0	0
C004	A	5	3,4	5,8	6,3	7,3	0	0	0	0
C005	RN	1,7	2,9	1,9	1,5	0	0	0	0	0
C007	RN	3	4	5,1	5,5	5,1	0	0	0	0
C607	C						0	0	0	0
C608	C						0	0	0	0
C609	C						0	0	0	0
C610	C						0	0	0	0
C005	RF	1,8	2,9	1,9	1,5	0	0	0	0	0
C007	RN	2,6	4	5,1	5,5	5,1	0	0	0	0
C123	T	 					0	0	0	0
C009	T	 					0	0	0	0
C010	T	 					0	0	0	0
C011	T	 					0	0	0	0
C128	T	 					0	0	0	0
C129	T	 					0	0	0	0
C122	T	 					0	0	0	0
C001	RN	2,9	4	5,5	3	7,7	0	0	0	0
C153	RN	2,7	2	2	3	2,5	0	0	0	0
C154	RF	4,1	2	3,2	3,5	6,5	0	0	0	0
C155	RN	2,5	5,2	2,2	4	5	0	0	0	0
C156	RN	3,1	4	3	7,8	4,8	0	0	0	0
C157	A	5	5,6	3,5	1	8,5	0	0	0	0
C002	A	7,3	5,7	7,5	9	6	0	0	0	0
C003	A	5	2,4	5,3	6,1	6,3	0	0	0	0
C001	A	7,5	6	6	8	9,5	0	0	0	0
C153	RN	4,2	6,4	4,5	6,1	4,5	0	0	0	0
C156	A	5					0	0	0	0
C006	C		5,6	2,3			0	0	0	0
C004	C						0	0	0	0
C005	C						0	0	0	0
C006	C		5,6	2,3			0	0	0	0
C001	C	0	6				0	0	0	0
C153	C	0	1,5				0	0	0	0
C154	C	0	1,4				0	0	0	0
C155	C	0	5				0	0	0	0
C156	C	0	1,5				0	0	0	0
C157	C	0	6,2				0	0	0	0
C002	C	0	3,5				0	0	0	0
C003	C	0	4,3				0	0	0	0
C001	C	0	1,5				0	0	0	0
C153	C	0	2				0	0	0	0
C154	C	0	2,4				0	0	0	0
C155	C	0	9,6				0	0	0	0
C156	C	0	2,3				0	0	0	0
C157	C	0	0,6				0	0	0	0
C002	C	0	3				0	0	0	0
C003	C	0	0,6				0	0	0	0
C001	C	0					0	0	0	0
C154	C	0					0	0	0	0
C156	C	0					0	0	0	0
C157	C	0					0	0	0	0
C158	C	0					0	0	0	0
C159	C	0					0	0	0	0
C003	C	0					0	0	0	0
C146	A	8,7	8,3	7,8	8,7	9,6	0	0	0	0
C149	A	9,7	9,6	10	9,3	10	0	0	0	0
C141	A	0					0	0	0	0
C144	A	9	10	9,6	8,9	7,2	0	0	0	0
C145	A	8,8	8,3	9,2	8,2	9	0	0	0	0
C147	A	8,6	9,1	9	8	8	0	0	0	0
C148	A	8,5	6,3	8,5	9,5	9,5	0	0	0	0
C150	A	8,8	8,2	9	8,7	8,9	0	0	0	0
C151	A	8,8	9,1	8,6	8	9	0	0	0	0
C046	A	8,9				8,9	0	0	0	0
C001	A	9,7	10	9	10	10	0	0	0	0
C002	A	7,8	8,8	7,1	7	8,5	0	0	0	0
C003	A	7	7	7,9	5,7	7,5	0	0	0	0
C004	A	7,7	7,2	9,1	7,8	6,8	0	0	0	0
C005	A	8,1	7,8	8,5	7,2	9,1	0	0	0	0
C006	A	7,8	7	8,7	10	5,7	0	0	0	0
C007	A	8	7,5	8,1	8,6	8	0	0	0	0
C008	A	7,3	7	4,7	8,9	8,8	0	0	0	0
C165	A	8,8	8,5	9,5	8,5	8,9	0	0	0	0
C160	A	7,2	6,6	7,5	8,7	6	0	0	0	0
C166	A	8,2	9,7	5,7	9,4	8,2	0	0	0	0
C167	A	8,1	9	8	7,6	8	0	0	0	0
C057	A	7,5	7,3	7	8,5	7,5	0	0	0	0
C179	A	7,5	4,9	10	7,4	7,9	0	0	0	0
C180	A	8,4	7,2	10	7,7	8,8	0	0	0	0
C132	A	7,9	10	4,2	8	8,5	0	0	0	0
C133	A	8,3	9,5	6	8,3	8,5	0	0	0	0
C134	A	8,9	7,5	8,7	9,8	8,7	0	0	0	0
C135	A	7	6,2	7,8	7,8	5,3	0	0	0	0
C136	RN	4	6,5	3,7	7	6,2	0	0	0	0
C137	A	7,2	5,7	7,5	7,4	7	0	0	0	0
C138	A	7,9	9,3	8,6	8,8	3,7	0	0	0	0
C139	A	7,9	5,9	8	8,4	8,1	0	0	0	0
C140	A	8,7	8,6	8	9	8	0	0	0	0
C141	RF	0					0	0	0	0
C136	A	7	6,3	8,5	8,5	4,8	0	0	0	0
C145	A	7,6	5	8	8,5	9,2	0	0	0	0
C146	A	8,4	6,2	9	9,3	9,3	0	0	0	0
C147	A	8	8,1	8,7	8	7,5	0	0	0	0
C149	A	7,3	6,6	4,3	8,6	10	0	0	0	0
C150	A	7,3	7,2	3,9	9,3	9	0	0	0	0
C151	A	7	6,5	7,2	9	5,3	0	0	0	0
C046	A	7,7				7,7	0	0	0	0
C148	A	7,2	7,8	8,5	7	5,5	0	0	0	0
C144	C	 					0	0	0	0
C141	A	0					0	0	0	0
C611	A	8,1	8,3	7,9			0	0	0	0
C021	RN	1,8			1,8		0	0	0	0
C182	C	 					0	0	0	0
C612	A	8	7,8	8,2			0	0	0	0
C001	RF	3,5					0	0	0	0
C153	RF	1,6					0	0	0	0
C154	RF	2,2					0	0	0	0
C155	A	8,1					0	0	0	0
C156	RF	3,7					0	0	0	0
C002	A	6,35					0	0	0	0
C153	T	0					0	0	0	0
C154	T	0					0	0	0	0
C156	T	0					0	0	0	0
C001	A	8,6	7,9	7,5	9	10	0	0	0	0
C004	A	5,6	5,5	5,8	5,5	9,5	0	0	0	0
C005	A	7,5	6,3	7	10	5,7	0	0	0	0
C007	A	7,4	7	9	6,8	5,8	0	0	0	0
C003	A	5	4,6	6,5	6,5	6,9	0	0	0	0
C160	A	7,9	7,2	8,3	8	7	0	0	0	0
C008	A	7	4,3	4,2	9,7	10	0	0	0	0
C057	A	5,1	5,4	5	5,3	6,3	0	0	0	0
C180	A	7	4,5	6,8	6,7	8,9	0	0	0	0
C169	A	8,6	8,4	8,2	8,2	8,4	0	0	0	0
C163	A	8,8	7,8	8,5	9,4	8,4	0	0	0	0
C165	A	8,9	7,8	9,5	8,5	9,7	0	0	0	0
C166	A	8,3	7,3	10	7	7,8	0	0	0	0
C167	A	8,3	6,5	8,2	8,5	9	0	0	0	0
C013	A	8,3	7,5	9,5	10	5,2	0	0	0	0
C179	A	7,8	7	8	7,4	7,9	0	0	0	0
C029	RF	0					0	0	0	0
C134	A	8,1	6	8,7	9	8	0	0	0	0
C135	A	8	7,2	7	8,2	8,9	0	0	0	0
C136	A	7,2	6,5	7	7,2	7,5	0	0	0	0
C137	A	8	7,8	10	5,2	8,5	0	0	0	0
C138	A	8,5	9,3	10	8,3	6	0	0	0	0
C139	A	7,8	7,2	8,1	6,7	8,7	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	7,8	9,3	9,3	7,5	4,5	0	0	0	0
C149	A	8,5	8	8,5	9,8	7,2	0	0	0	0
C145	A	8,7	8,8	9	7	9,5	0	0	0	0
C147	A	8,1	7,7	7,9	9	7	0	0	0	0
C150	A	8,2	6,8	8,5	7,7	9	0	0	0	0
C151	A	9,3	8,8	9,5	9,3	9	0	0	0	0
C046	A	8,2	8,2	8,2	8,2	8,2	0	0	0	0
C144	A	8,8	10	6,8	8,7	10	0	0	0	0
C148	C	 					0	0	0	0
C613	A	7,7	7,5	6,5	7	10	0	0	0	0
C141	A	0					0	0	0	0
C266	A	9,2	8	10	10	9	0	1	0	0
C198	A	8,5	8,25	6,01	9,3	7,49	0	2	4	0
C125	A	7,5	5,97	7,65	8,38	7,15	0	0	2	0
C100	A	9,2	9,6	9,6	9	7,7	2	2	0	0
C332	A	6,2	5	6,5			0	0	0	0
C103	A	8,2	9	7	7	9	0	0	0	0
C186	A	6,9	4,4	7	7	6,2	0	0	0	0
C284	A	7,1	7,3	8,8	7,2	4,3	0	0	0	0
C071	A	7,9	5,9	8	8,4	8	0	0	0	0
C067	A	7,8	8,4	6,2	6,3	8,9	0	0	4	0
C101	A	7,7	4,5	9,6	9,2	4,7	0	0	2	2
C102	A	8	9,16	8	6,14	7,46	0	0	0	2
C068	A	8	6,3	9,3	6	9	2	0	2	0
C073	A	7,2	6	6	6,6	9	0	0	0	0
C104	A	8,8					0	0	0	0
C124	A	9,2					0	0	0	0
C013	A	7,5	7,9	8	8,25	6	0	2	0	0
C061	A	7,2	7,34	7,09	6,24	8	0	0	0	0
C062	A	6,1	6,13	7,21	5,36	5,6	0	0	0	0
C106	A	7	6,4	7,4	6,8	7,52	0	0	0	2
C072	A	6,3	6,8	7,2	5,9	5,1	0	0	0	0
C069	A	7,5	7,6	3,3	9,7	8	0	0	0	0
C070	A	7,8	9,48	7,82	6,7	7	0	0	0	2
C032	A	6,5	4,5	6,8	4,94	8,84	0	0	0	0
C074	A	7,19	6,96	7,34	6,51	7,95	0	0	2	4
C188	A	7,24	6,97	9,55	7,2	5,21	0	0	0	0
C075	A	7,36	8,2	7,9	6,45	6,87	0	0	0	0
C255	A	7,01	6,3	9,7	6,5	5,54	0	0	0	2
C330	A	7,5	4,92	6,92	9,3	8,95	2	0	0	4
C078	A	6	7,04	6,8	5,2	5,2	0	0	0	0
C105	A	8,5					0	0	0	0
C112	A	7,2					0	0	0	0
C085	A	8,7					0	0	0	0
C029	A	A				A	8	0	0	0
C192	A	A		A			0	0	0	0
C331	A	7,5	7,01	8,05			0	4	0	0
C083	A	6,9	7,2	6,7			4	8	0	0
C250	A	7,8	7,7	7,9			8	4	0	0
C191	A	7,1	5,22	9			0	4	0	0
C084	A	0					0	0	0	0
C196	A	A		A			0	0	0	0
C194	A	8,8	9	8,6			4	4	0	0
C424	A	9,3	9	9,6			3	0	0	0
C254	A	8,1	8	8,2			8	4	0	0
C193	A	7,9	8,38	7,5			0	0	0	0
C001	D	7,6					0	0	0	0
C153	D	7,1					0	0	0	0
C154	D	7					0	0	0	0
C155	D	6,2					0	0	0	0
C156	D	5					0	0	0	0
C157	D	7					0	0	0	0
C158	D	8					0	0	0	0
C160	D	7					0	0	0	0
C002	A	8,5					0	0	0	0
C159	A	7,8					0	0	0	0
C003	A	8,5					0	0	0	0
C161	RF						0	0	0	0
C162	A	8,3					0	0	0	0
C163	A	7,4					0	0	0	0
C164	A	7,6					0	0	0	0
C165	A	8,3					0	0	0	0
C166	A	8,3					0	0	0	0
C167	A	7,5					0	0	0	0
C168	RN	4,3					0	0	0	0
C168	A	7,5	6	8	7,5	8,8	0	0	0	0
C169	A	8,3	7,5	9	8	8	0	0	0	0
C170	A	8,5	8,8	7,5	9,2	7,8	0	0	0	0
C171	A	7,4	7,5	5,2	8,5	7,6	0	0	0	0
C172	A	8,1	8,6	7,5	7,2	8,5	0	0	0	0
C173	A	9,1	9	9	9,1	8,5	0	0	0	0
C174	A	8,6	7,4	10	10	6,5	0	0	0	0
C175	A	8,3	8,7	8,9	5,9	10	0	0	0	0
C176	A	9	9	9	9,5	8	0	0	0	0
C161	A						0	0	0	0
C256	A						0	0	0	0
C257	A	8,7	7,9	8,9	8,6	9,5	0	0	0	0
C258	A	7,8	5,5	9,5	9	7,2	0	0	0	0
C259	A	8	8,3	6,4	7,3	10	0	0	0	0
C260	A	9	10	10	6	10	0	0	0	0
C262	A	8,6	9	8	8,5	9	0	0	0	0
C263	A	9,3	8,6	8,6	10	10	0	0	0	0
C153	D	5,3					0	0	0	0
C154	D	5					0	0	0	0
C155	D	7,5					0	0	0	0
C156	D	5,9					0	0	0	0
C002	D	6,2					0	0	0	0
C157	D	5,5					0	0	0	0
C003	D	6,6					0	0	0	0
C160	D	5					0	0	0	0
C158	D	6,5					0	0	0	0
C614	D	5,3					0	0	0	0
C001	RF	0		0	0	0	0	0	0	0
C159	RF	1,2	2,7	1	0	0	0	0	0	0
C164	RN	2,5	1	3	3,6	1,3	0	0	0	0
C165	RN	3,1	3	3	0	5,2	0	0	0	0
C166	RF	2,2	7,2	0,6	0	0	0	0	0	0
C167	A	5,3	5,8	5	6,6	3,7	0	0	0	0
C161	RF	0					0	0	0	0
C162	A	6,8	7	6,2	4,5	8,1	0	0	0	0
C163	A	5,6	4,2	6	8	5,7	0	0	0	0
C164	RN	1,7	0,4	6,6	0	0	0	0	0	0
C165	A	7,1	5,5	7,9	6,9	8,2	0	0	0	0
C166	RN	4,4	7	6,4	0	5,8	0	0	0	0
C168	RN	2,2	2	0	0	7	0	0	0	0
C001	RF	4,5	5	0	8	5	0	0	0	0
C159	A	5	7,8	6,6	7	3,5	0	0	0	0
C164	A	7,3	5,3	10	6,2	7,8	0	0	0	0
C166	A	7,2	9	8,7	9,4	2	0	0	0	0
C168	A	6,4	6,3	5	9,5	2,5	0	0	0	0
C001	A	7	5	5	8	10	0	0	0	0
C169	A	7,1	8,3	7	4,3	8,8	0	0	0	0
C170	A	5,8	2,7	0,1	9,5	10	0	0	0	0
C171	A	8,7	9,8	9	7	9	0	0	0	0
C172	A	7,2	9,3	5	5,3	9,5	0	0	0	0
C173	RN	1,3	0,8	3	1,7	0	0	0	0	0
C174	A	7,3	9,5	8,7	1,3	10	0	0	0	0
C175	RF	0	5	3,4	4	0	0	0	0	0
C176	A	7	5	4	9	10	0	0	0	0
C161	A	0					0	0	0	0
C173	A	7,1	5,5	7,5	7	8,5	0	0	0	0
C175	A	5	1,1	1,4	8,5	7,4	0	0	0	0
C256	A	7,4				7,4	0	0	0	0
C257	A	9	8,5	9	9	9,5	0	0	0	0
C258	A	7,6	9	6,2	7	8,2	0	0	0	0
C259	A	7	5,2	8,1	7,4	3,5	0	0	0	0
C260	A	8,9	8,5	10	9	8,2	0	0	0	0
C262	A	7	6,5	8,5	7	6	0	0	0	0
C001	A	8,7	9,5	8	8,1	8,8	0	0	0	0
C153	A	8,6	9	9	8	8	0	0	0	0
C154	A	5,8	7,5	8	6,7	3,6	0	0	0	0
C155	A	7,9	9,8	5,4	8,5	7,2	0	0	0	0
C153	D	6					0	0	0	0
C003	D	7					0	0	0	0
C001	A	5,2	3	3,5	8,2	8	0	0	0	0
C154	RN	2,9	6,5	6,5	5,5	4,4	0	0	0	0
C155	A	7,1	8	6	9	4,8	0	0	0	0
C156	A	7,5	8,8	7	5,8	7,7	0	0	0	0
C157	A	7,4	4,9	5,7	9	9,8	0	0	0	0
C002	A	7,7	7,5	7,5	6	9	0	0	0	0
C154	A	7	7,2	6,4	6,6	7	0	0	0	0
C158	RN	3,1	7	5,6	3	4,8	0	0	0	0
C164	A	6,5	3,6	5,6	5,6	8,6	0	0	0	0
C159	RN	0,9	0,5	2	0	0	0	0	0	0
C165	A	7,1	6,7	7,5	6,1	6	0	0	0	0
C160	RN	3,2	4,3	2	4,4	1	0	0	0	0
C166	RN	2,8	8,1	4	4	1,6	0	0	0	0
C167	A	5,8	7	7	1,5	3,8	0	0	0	0
C057	C						0	0	0	0
C001	RN	3,5	5	3,5	2,5	3	0	0	0	0
C153	RN	1,5	2,5	1	0,5	2	0	0	0	0
C154	RN	0,2	1	0	0	0	0	0	0	0
C155	RF	4,4	7,1	7,1	0,1	3,4	0	0	0	0
C156	RN	2	3,3	3	0	2	0	0	0	0
C157	RN	1,3	2,3	1,4	0	1,5	0	0	0	0
C002	RF	1,3	3,2	1,6	0,5	0	0	0	0	0
C003	RN	1,2	1,8	1	1	1,3	0	0	0	0
C001	C		2,5				0	0	0	0
C002	C		4,6				0	0	0	0
C003	C		3,1				0	0	0	0
C004	C		1,8				0	0	0	0
C005	C		0,8				0	0	0	0
C006	C		0				0	0	0	0
C007	C		2,7				0	0	0	0
C008	C		2				0	0	0	0
C001	C	0	0	0			0	0	0	0
C153	C	0	0	0			0	0	0	0
C154	C	0	0	0			0	0	0	0
C155	C	0	7,9	7,9			0	0	0	0
C156	C	0	0	0			0	0	0	0
C002	C	0	0	0			0	0	0	0
C156	A	8,8	7,8	9,5	9,5	7,8	0	0	0	0
C002	A	8	9	7,5	8,5	6,5	0	0	0	0
C157	A	7,6	8,8	9	4,8	8	0	0	0	0
C158	A	8	8	7	7,5	9,8	0	0	0	0
C159	A	7,6	6,8	7,5	7,8	8,5	0	0	0	0
C003	A	7,3	9	7,6	5	7,6	0	0	0	0
C160	RN	2	5,3	3	0	0	0	0	0	0
C160	T		0	0			0	0	0	0
C169	A	7,7	6,3	7,1	7,7	8,9	0	0	0	0
C163	A	8,3	7	8,3	7,9	8,9	0	0	0	0
C165	A	8,8	9	8,5	8	9,7	0	0	0	0
C166	A	9,3	10	7,7	9,7	8,7	0	0	0	0
C167	A	7	6,5	5,3	6,5	10	0	0	0	0
C013	A	8,7	9,3	9	10	5,2	0	0	0	0
C179	A	7,6	8,3	5	8,5	7,6	0	0	0	0
C029	RF	0					0	0	0	0
C134	A	8,3	6	9,2	10	6,5	0	0	0	0
C135	A	8,4	7,9	6,7	9,3	8,2	0	0	0	0
C136	A	8,8	8,5	8,5	9,4	7,5	0	0	0	0
C137	A	7,2	6,6	10	2,5	8,9	0	0	0	0
C138	A	8,7	8,9	10	8,9	5,6	0	0	0	0
C139	A	7,1	5,9	6,5	6,3	9,7	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	7,8	9,2	8,3	8	4,5	0	0	0	0
C149	A	7,8	6,5	8,5	7,9	6,8	0	0	0	0
C011	A	8	8	7	8,3	7,6	0	0	0	0
C145	A	8	7,8	8,5	6	9	0	0	0	0
C147	A	8	6	8,9	9	7	0	0	0	0
C150	A	8,6	7,2	8,5	9	9	0	0	0	0
C151	A	8,7	7,6	9,8	9,3	7	0	0	0	0
C046	A	7,8	7,8	7,8	7,8	7,8	0	0	0	0
C148	A	8,6	9	9	8,6	6,5	0	0	0	0
C144	C	 					0	0	0	0
C613	A	7	6	6,5	6	9,5	0	0	0	0
C141	A	0					0	0	0	0
C001	A	6,05					0	0	0	0
C153	A	5,05					0	0	0	0
C154	A	5					0	0	0	0
C155	RN	3,9					0	0	0	0
C156	A	5,07					0	0	0	0
C157	A	7					0	0	0	0
C002	A	7,7					0	0	0	0
C155	A	5,3					0	0	0	0
C002	RN						0	0	0	0
C003	A	5,5					0	0	0	0
C158	RN	3,95					0	0	0	0
C164	RF	3					0	0	0	0
C159	RF	2,5					0	0	0	0
C165	RF	2,3					0	0	0	0
C160	RN	2,1					0	0	0	0
C166	RN	2					0	0	0	0
C167	RF	3,5					0	0	0	0
C158	A	7,6					0	0	0	0
C164	A	6,6					0	0	0	0
C159	A	5					0	0	0	0
C165	A	8,5					0	0	0	0
C160	A	6,2					0	0	0	0
C166	A	8,7					0	0	0	0
C167	A	7,5					0	0	0	0
C161	RF						0	0	0	0
C162	A	8,5					0	0	0	0
C169	A	8,2					0	0	0	0
C170	A	7,7					0	0	0	0
C163	A	8,4					0	0	0	0
C171	A	8,6					0	0	0	0
C173	A	8,2					0	0	0	0
C168	A	7,4					0	0	0	0
C174	A	8,7					0	0	0	0
C175	A	7,2					0	0	0	0
C161	A						0	0	0	0
C256	A						0	0	0	0
C257	A	7,8	7	7	8,6	8,5	0	0	0	0
C172	A	8,4	7,9	8,5	8,5	8,5	0	0	0	0
C258	A	7,6	8,3	7,4	9	5,5	0	0	0	0
C176	A	8,6	8,5	8,5	8,5	9	0	0	0	0
C259	A	7,2	8	7,1	7,8	6	0	0	0	0
C260	A	8	9,1	8	7	8	0	0	0	0
C262	A	8,4	8,5	8,5	8	8,5	0	0	0	0
C263	A	9	7	10	10	9	0	0	0	0
C004	RN	3	3,4	2,4	6,4	6,1	0	0	0	0
C006	A	6	0,9	6,6	6,7	4,7	0	0	0	0
C007	RN	3,3	3,8	5	4,5	3,9	0	4	0	0
C012	A	6,8	4,5	7	8,5	3,6	0	0	0	0
C053	A	6,6	6,5	7	4,5	7	0	0	0	2
C060	A	 					0	0	0	0
C054	RN	0	0	0			0	0	0	0
C055	RN	2,7	3,5	2			0	0	0	0
C042	A	6,1	6,3	4,9			0	0	0	0
C056	A	8	7,8	8,3			0	0	0	0
C004	A	8,6	9	6,3	9,1	10	0	4	0	0
C054	A	6,6	6,6	6,9	5,1	4,9	0	0	0	0
C055	A	7	3,8	4,5	10	10	0	0	0	1
C057	A	7,2	4,8	3,9	6,5	8	0	2	2	4
C052	A	7,3	9	4,7	6,3	8,3	0	0	0	2
C058	RN	3,8	6,4	4	3,4	6,3	0	0	2	2
C044	RN	3,4	3,4	3,4	4,1	1,8	0	0	0	0
C059	A	5	5,6	7,4	6,5	6	0	0	0	0
C037	A	7,4	4,5	4,7	7,1	7	0	0	0	0
C043	A	6,6	5,04	5,6	7,24	5,6	0	0	0	0
C177	RN	0,9					16	0	0	0
C058	A	8,5	10	7,5	7,5	9	0	4	2	4
C044	A	7	6,6	7,3	6,2	8,1	0	0	0	0
C013	A	6,2	6	1,5	7,3	8	0	0	0	0
C014	RN	2,7	7,8	1,7	6,1	0,5	0	0	0	0
C015	A	8,7	8	8	8,9	10	0	0	0	0
C016	A	8,3	9	6,5	8	10	0	2	0	0
C017	A	8,5	9	8	7	10	0	0	0	0
C018	A	5,3	7,8	1,8	3,8	7,3	0	0	0	0
C019	RN	2,9	4,1	4,2	5,7	5,3	0	2	0	0
C029	RN	0	0	0	0	0	0	0	0	0
C030	A	7,5	7	9	7	7	0	0	0	0
C031	A	7,8	8,9	6,7	6,1	9,7	0	0	0	0
C032	A	7,8	9,5	7	8	7	0	2	0	0
C033	A	7,7	9	7,5	9,5	5	0	0	0	0
C034	A	10	10	10	10	10	0	0	0	1
C035	A	7	7	7	7	7	0	0	0	0
C036	A	8	7	7,7	9,3	8	0	0	0	0
C061	A	7,4	7,9	7,5	6,8	7,5	0	0	0	0
C045	A	6,8	10	10	0		0	0	0	0
C049	A	7,6	7,5	6	9	8	0	0	0	4
C001	D	5,1					0	0	0	0
C153	D	6,3					0	0	0	0
C155	D	5					0	0	0	0
C002	D	6					0	0	0	0
C154	RF	3,1	5	5	1,5	0	0	0	0	0
C156	RF	3,6	6,6	6,6	0,5	0	0	0	0	0
C003	RF	2,7	5	5	0	0	0	0	0	0
C158	RF	1,6	1,5	4	0	0	0	0	0	0
C164	RF	2,9	2,4	4,8	3,5	0	0	0	0	0
C159	RN	3,3	3	1	7	1,3	0	0	0	0
C165	RN	3,7	4	5,1	4,3	0,6	0	0	0	0
C160	RF	4	6,7	6,7	1,8		0	0	0	0
C166	RF	1,5	3,7	1,2	0,2	0	0	0	0	0
C167	RN	2,3	3,1	3,2	2,2	0	0	0	0	0
C001	D	9					0	0	0	0
C153	D	7,7					0	0	0	0
C155	D	7					0	0	0	0
C160	D	7,8					0	0	0	0
C003	D	5,5					0	0	0	0
C002	D	7					0	0	0	0
C167	D	5					0	0	0	0
C154	T	0	5,2	5,2			0	0	0	0
